"talk_id","title","speaker_1","first occupation","second occupation","recorded_date","published_date","event","native_lang","url.x","num_speakers","num_lang","comments","duration_ted","languages","num_speaker","view_ted","view_yt","categories","duration_yt","dislike_count","like_count","average_rating"
2631,"How to speak up for yourself","Adam Galinsky","social psychologist",NA,2016-09-10,2016-11-23,"TEDxNewYork","en","https://www.ted.com/talks/adam_galinsky_how_to_speak_up_for_yourself/",1,31,69,908,28,1,3225186,311884,"Howto & Style",909,196,5926,4.87193727493
2633,"We need nuclear power to solve climate change","Joe Lassiter","energy scholar",NA,2016-06-28,2016-11-28,"TEDSummit","en","https://www.ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change/",1,26,291,826,23,1,1070583,97895,"Science & Technology",827,502,3071,4.43800735474
2634,"An interview with the founders of Black Lives Matter","Alicia Garza","writer","activist",2016-10-27,2016-11-29,"TEDWomen 2016","en","https://www.ted.com/talks/alicia_garza_patrisse_cullors_and_opal_tometi_an_interview_with_the_founders_of_black_lives_matter/",4,17,99,965,13,4,782276,88455,"Science & Technology",966,7130,1480,1.68757259846
2591,"Maps that show us who we are (not just where we are)","Danny Dorling","social geographer",NA,2016-04-15,2016-11-30,"TEDxExeter","en","https://www.ted.com/talks/danny_dorling_maps_that_show_us_who_we_are_not_just_where_we_are/",1,25,43,847,23,1,1384978,212175,"Education",848,337,4589,4.72634983063
2636,"How an old loop of railroads is changing the face of a city","Ryan Gravel","urban planner","designer",2016-10-05,2016-12-01,"TEDNYC","en","https://www.ted.com/talks/ryan_gravel_how_an_old_loop_of_railroads_is_changing_the_face_of_a_city/",1,22,13,686,20,1,825412,71053,"People & Blogs",687,72,1176,4.76923084259
2637,"4 larger-than-life lessons from soap operas","Kate Adams","digital storyteller",NA,2016-09-15,2016-12-02,"TED@UPS","en","https://www.ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas/",1,25,65,747,24,1,1381604,86331,"People & Blogs",747,294,1771,4.43050861359
2635,"A queer vision of love and marriage","Tiq Milan","transgender activist","writer",2016-10-27,2016-12-05,"TEDWomen 2016","en","https://www.ted.com/talks/tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage/",2,17,53,1027,13,2,1172873,91711,"People & Blogs",1027,1358,2489,3.5879907608
2639,"Let's clean up the space junk orbiting Earth","Natalie Panek","rocket scientist","explorer",2015-10-22,2016-12-06,"TEDxToronto","en","https://www.ted.com/talks/natalie_panek_let_s_clean_up_the_space_junk_orbiting_earth/",1,25,40,615,24,1,962489,105361,"Science & Technology",616,260,1987,4.53716087341
2638,"What I learned from 100 days of rejection","Jia Jiang","author","blogger",2015-05-02,2016-12-07,"TEDxMtHood","en","https://www.ted.com/talks/jia_jiang_what_i_learned_from_100_days_of_rejection/",1,36,79,931,29,1,3464767,1277409,"People & Blogs",932,351,52794,4.97358179092
2641,"Say your truths and seek them in others","Elizabeth Lesser","wellness specialist",NA,2016-10-27,2016-12-08,"TEDWomen 2016","en","https://www.ted.com/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others/",1,24,42,944,23,1,1290086,84443,"People & Blogs",945,101,2425,4.84006357193
2642,"Do kids think of sperm donors as family?","Veerle Provoost","bioethicist",NA,2016-06-18,2016-12-09,"TEDxGhent","en","https://www.ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family/",1,26,44,746,23,1,1026629,51759,"People & Blogs",746,382,927,3.83269667625
2644,"Why curiosity is the key to science and medicine","Kevin B. Jones","cancer researcher",NA,2015-09-19,2016-12-12,"TEDxSaltLakeCity","en","https://www.ted.com/talks/kevin_b_jones_why_curiosity_is_the_key_to_science_and_medicine/",1,24,34,1033,22,1,888652,54908,"Science & Technology",1033,37,1328,4.89157485962
2645,"How AI can bring on a second Industrial Revolution","Kevin Kelly","digital visionary",NA,2016-06-29,2016-12-13,"TEDSummit","en","https://www.ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution/",1,24,76,824,22,1,1389133,206326,"Science & Technology",824,184,4329,4.83691549301
2648,"Could a drug prevent depression and PTSD?","Rebecca Brachman","neuroscientist","writer",2016-09-10,2016-12-14,"TEDxNewYork","en","https://www.ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd/",1,22,85,1103,19,1,1173589,119835,"Science & Technology",1104,136,2595,4.8008055687
2646,"How students of color confront impostor syndrome","Dena Simmons","educator",NA,2015-11-02,2016-12-15,"TED Talks Live","en","https://www.ted.com/talks/dena_simmons_how_students_of_color_confront_impostor_syndrome/",1,18,52,620,16,1,1005451,66031,"Education",620,2431,1679,2.63406324387
2647,"How to gain control of your free time","Laura Vanderkam","author",NA,2016-10-27,2016-12-16,"TEDWomen 2016","en","https://www.ted.com/talks/laura_vanderkam_how_to_gain_control_of_your_free_time/",1,39,90,714,33,1,4864165,1885950,"People & Blogs",714,937,43540,4.91573190689
2655,"Will automation take away all our jobs?","David Autor","economist",NA,2016-09-29,2016-12-19,"TEDxCambridge","en","https://www.ted.com/talks/david_autor_will_automation_take_away_all_our_jobs/",1,21,135,1117,18,1,1232506,198137,"Science & Technology",1117,440,3813,4.58617448807
2649,"What will you tell your daughters about 2016?","Chinaka Hodge","writer","educator",2016-10-28,2016-12-20,"TEDWomen 2016","en","https://www.ted.com/talks/chinaka_hodge_what_will_you_tell_your_daughters_about_2016/",1,29,35,237,26,1,1119309,89437,"People & Blogs",237,3318,2460,2.70301151276
2656,"Why Earth may someday look like Mars","Anjali Tripathi","astrophysicist",NA,2015-11-14,2016-12-20,"TEDxBeaconStreet","en","https://www.ted.com/talks/anjali_tripathi_why_earth_may_someday_look_like_mars/",1,27,40,715,24,1,975597,103346,"Science & Technology",715,127,2585,4.81268453598
2643,"It's time to reclaim religion","Sharon Brous","rabbi",NA,2016-10-28,2016-12-21,"TEDWomen 2016","en","https://www.ted.com/talks/sharon_brous_it_s_time_to_reclaim_religion/",1,22,240,987,18,1,1219102,95534,"Nonprofits & Activism",987,3019,2193,2.68303918839
2654,"How we explore unanswered questions in physics","James Beacham","experimental particle physicist",NA,2016-09-04,2016-12-22,"TEDxBerlin","en","https://www.ted.com/talks/james_beacham_how_we_explore_unanswered_questions_in_physics/",1,20,53,954,18,1,1430257,95204,"Science & Technology",954,46,2848,4.93641996384
2652,"Are you a giver or a taker?","Adam Grant","organizational psychologist",NA,2016-11-15,2017-01-03,"TED@IBM","en","https://www.ted.com/talks/adam_grant_are_you_a_giver_or_a_taker/",1,38,76,808,36,1,3535736,840412,"People & Blogs",808,462,23503,4.92288732529
2650,"The world doesn't need more nuclear weapons","Erika Gregory","nuclear reformer",NA,2016-10-28,2017-01-04,"TEDWomen 2016","en","https://www.ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons/",1,21,92,899,18,1,899560,57963,"Science & Technology",899,567,1491,3.89795923233
2659,"Want kids to learn well? Feed them well","Sam Kass","food entrepreneur",NA,2015-11-02,2017-01-05,"TED Talks Live","en","https://www.ted.com/talks/sam_kass_want_kids_to_learn_well_feed_them_well/",1,31,45,728,28,1,1345520,117744,"Science & Technology",728,92,2278,4.84472560883
2658,"The lies we tell pregnant women","Sofia Jawed-Wessel","sex researcher",NA,2016-10-08,2017-01-06,"TEDxOmaha","en","https://www.ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women/",1,26,116,896,20,1,1614524,404563,"People & Blogs",819,4148,12311,3.9919192791
2661,"A better way to talk about love","Mandy Len Catron","writer",NA,2015-11-15,2017-01-09,"TEDxSFU","en","https://www.ted.com/talks/mandy_len_catron_a_better_way_to_talk_about_love/",1,30,43,917,24,1,1802516,168196,"People & Blogs",917,201,3428,4.77845144272
2660,"The next step in nanotechnology","George Tulevski","materials scientist",NA,2016-11-15,2017-01-10,"TED@IBM","en","https://www.ted.com/talks/george_tulevski_the_next_step_in_nanotechnology/",1,28,58,575,26,1,1284067,171985,"Science & Technology",576,212,3367,4.76306247711
2664,"Meet the inventor of the electronic spreadsheet","Dan Bricklin","software pioneer",NA,2016-11-19,2017-01-11,"TEDxBeaconStreet","en","https://www.ted.com/talks/dan_bricklin_meet_the_inventor_of_the_electronic_spreadsheet/",1,22,18,720,19,1,992523,87003,"Science & Technology",720,33,2700,4.95170164108
2663,"To solve old problems, study new species","Alejandro S¨¢nchez Alvarado","developmental and regeneration biologist",NA,2016-08-19,2017-01-12,"TEDxKC","en","https://www.ted.com/talks/alejandro_sanchez_alvarado_to_solve_old_problems_study_new_species/",1,23,43,759,20,1,1059199,98794,"Science & Technology",760,53,2432,4.91468811035
2665,"If a story moves you, act on it","Sisonke Msimang","writer","activist",2016-10-27,2017-01-13,"TEDWomen 2016","en","https://www.ted.com/talks/sisonke_msimang_if_a_story_moves_you_act_on_it/",1,25,31,766,20,1,1147037,79242,"People & Blogs",766,375,2676,4.50835800171
2627,"What happens when you have a disease doctors can't diagnose","Jennifer Brea","filmmaker",NA,2016-06-27,2017-01-17,"TEDSummit","en","https://www.ted.com/talks/jennifer_brea_what_happens_when_you_have_a_disease_doctors_can_t_diagnose/",1,36,266,1027,31,1,1406574,413186,"Science & Technology",1028,328,14200,4.90969181061
2667,"Art made of the air we breathe","Emily Parsons-Lord","artist",NA,2016-05-24,2017-01-19,"TEDxYouth@Sydney","en","https://www.ted.com/talks/emily_parsons_lord_art_made_of_the_air_we_breathe/",1,22,14,649,19,1,827288,72333,"Science & Technology",649,245,1008,4.21787691116
2669,"How to have better political conversations","Robb Willer","social psychologist",NA,2016-09-17,2017-01-20,"TEDxMarin","en","https://www.ted.com/talks/robb_willer_how_to_have_better_political_conversations/",1,21,128,721,19,1,1243853,140280,"People & Blogs",721,158,3315,4.81802463531
2651,"The ethical dilemma of designer babies","Paul Knoepfler","biologist",NA,2015-10-31,2017-01-23,"TEDxVienna","en","https://www.ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies/",1,19,92,1099,16,1,1082248,119702,"Science & Technology",1099,378,2031,4.37235355377
2670,"Buildings that blend nature and city","Jeanne Gang","architect",NA,2016-10-26,2017-01-24,"TEDWomen 2016","en","https://www.ted.com/talks/jeanne_gang_buildings_that_blend_nature_and_city/",1,24,31,715,20,1,1035995,164148,"Science & Technology",715,235,4512,4.80198001862
2668,"Where is cybercrime really coming from?","Caleb Barlow","cybercrime fighter",NA,2016-11-15,2017-01-25,"TED@IBM","en","https://www.ted.com/talks/caleb_barlow_where_is_cybercrime_really_coming_from/",1,22,54,867,18,1,1304221,192008,"Science & Technology",868,261,3176,4.69624662399
2672,"A young scientist's quest for clean water","Deepika Kurup","inventor","student scientist",2016-10-26,2017-01-27,"TEDWomen 2016","en","https://www.ted.com/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water/",1,35,29,479,32,1,958917,78047,"Science & Technology",480,129,1493,4.68187427521
2673,"Help discover ancient ruins -- before it's too late","Sarah Parcak","satellite archaeologist + ted prize winner",NA,2016-02-15,2017-01-30,"TED2016","en","https://www.ted.com/talks/sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late/",1,21,20,1308,17,1,799873,55715,"Science & Technology",1263,97,1502,4.75734853745
2674,"Why you should love statistics","Alan Smith","data visualisation editor",NA,2016-04-15,2017-01-31,"TEDxExeter","en","https://www.ted.com/talks/alan_smith_why_you_should_love_statistics/",1,24,34,769,21,1,1369939,135013,"Education",770,95,2782,4.86791801453
2679,"How to get better at the things you care about","Eduardo Brice<U+00F1>o","learning expert",NA,2016-11-05,2017-02-01,"TEDxManhattanBeach","en","https://www.ted.com/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about/",1,28,105,682,22,1,2031509,291339,"People & Blogs",682,122,9613,4.94987154007
2677,"What time is it on Mars?","Nagin Cox","spacecraft operations engineer",NA,2016-11-19,2017-02-03,"TEDxBeaconStreet","en","https://www.ted.com/talks/nagin_cox_what_time_is_it_on_mars/",1,25,66,827,23,1,1374091,95513,"Science & Technology",828,101,2845,4.86286497116
2671,"The incredible inventions of intuitive AI","Maurice Conti","designer","futurist",2016-04-09,2017-02-06,"TEDxPortland","en","https://www.ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai/",1,23,125,923,23,1,2759051,1735583,"Science & Technology",924,1579,47025,4.87005186081
2680,"New nanotech to detect cancer early","Joshua Smith","cancer fighter",NA,2016-11-15,2017-02-08,"TED@IBM","en","https://www.ted.com/talks/joshua_smith_new_nanotech_to_detect_cancer_early/",1,22,51,746,17,1,893022,74816,"Science & Technology",746,71,1903,4.8561296463
2682,"4 ways to make a city more walkable","Jeff Speck","urban planner",NA,2013-10-25,2017-02-09,"TEDxMidAtlantic","en","https://www.ted.com/talks/jeff_speck_4_ways_to_make_a_city_more_walkable/",1,20,33,1117,13,1,1354647,190898,"Education",1117,126,4977,4.90123462677
2683,"What it's like to be a parent in a war zone","Aala El-Khani","humanitarian psychologist",NA,2016-02-14,2017-02-10,"TEDxManchester","en","https://www.ted.com/talks/aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone/",1,23,36,856,20,1,896491,70801,"News & Politics",857,338,1810,4.37057733536
2685,"How to practice safe sexting","Amy Adele Hasinoff","communications researcher",NA,2016-06-25,2017-02-14,"TEDxMileHigh","en","https://www.ted.com/talks/amy_adele_hasinoff_how_to_practice_safe_sexting/",1,24,53,865,16,1,1240167,115512,"Education",865,966,1954,3.67671227455
2684,"An electrifying acoustic guitar performance","Rodrigo y Gabriela","guitar duo",NA,2015-03-16,2017-02-14,"TED2015","en","https://www.ted.com/talks/rodrigo_y_gabriela_an_electrifying_acoustic_guitar_performance/",1,34,33,257,32,1,1138566,144701,"Music",257,127,4727,4.89534425735
2687,"3 ways to fix a broken news industry","Lara Setrakian","journalist",NA,2017-01-26,2017-02-15,"TEDNYC","en","https://www.ted.com/talks/lara_setrakian_3_ways_to_fix_a_broken_news_industry/",1,27,93,517,23,1,942996,87790,"People & Blogs",518,196,2369,4.69434690475
2675,"How jails extort the poor","Salil Dudani","legal activist",NA,2016-04-24,2017-02-16,"TEDxStanford","en","https://www.ted.com/talks/salil_dudani_how_jails_extort_the_poor/",1,20,30,763,15,1,944259,73503,"Nonprofits & Activism",763,177,1977,4.67130899429
2689,"Don't fear superintelligent AI","Grady Booch","scientist","philosopher",2016-11-15,2017-02-17,"TED@IBM","en","https://www.ted.com/talks/grady_booch_don_t_fear_superintelligent_ai/",1,28,270,620,23,1,1362265,175685,"Science & Technology",621,827,3935,4.30533409119
2695,"Nationalism vs. globalism: the new political divide","Yuval Noah Harari","historian","author",2017-02-15,2017-02-20,"TED Dialogues","en","https://www.ted.com/talks/yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide/",2,23,345,3608,19,2,1514291,319552,"News & Politics",3609,694,7075,4.64268255234
2690,"A robot that eats pollution","Jonathan Rossiter","roboticist",NA,2016-03-05,2017-02-22,"TEDxWarwick","en","https://www.ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution/",1,22,44,850,16,1,1107711,90366,"Science & Technology",850,90,2514,4.86175107956
2653,"A few ways to fix a government","Charity Wayua","public sector researcher",NA,2016-11-15,2017-02-23,"TED@IBM","en","https://www.ted.com/talks/charity_wayua_a_few_ways_to_fix_a_government/",1,27,22,711,22,1,952784,69020,"People & Blogs",711,168,1861,4.66880226135
2694,"The data behind Hollywood's sexism","Stacy Smith","media researcher",NA,2016-10-26,2017-02-24,"TEDWomen 2016","en","https://www.ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism/",1,23,100,944,17,1,891398,71525,"People & Blogs",944,4130,1687,2.16004824638
2700,"Smelfies, and other experiments in synthetic biology","Ani Liu","designer","artist",2016-11-19,2017-02-27,"TEDxBeaconStreet","en","https://www.ted.com/talks/ani_liu_smelfies_and_other_experiments_in_synthetic_biology/",1,24,6,440,19,1,760537,66373,"Science & Technology",440,103,1176,4.67787313461
2696,"This app makes it fun to pick up litter","Jeff Kirschner","entrepreneur",NA,2016-12-13,2017-02-28,"TED Residency","en","https://www.ted.com/talks/jeff_kirschner_this_app_makes_it_fun_to_pick_up_litter/",1,35,74,370,29,1,1004810,84083,"Science & Technology",371,78,3611,4.91542434692
2697,"What I learned from 2,000 obituaries","Lux Narayan","entrepreneur",NA,2017-01-26,2017-03-01,"TEDNYC","en","https://www.ted.com/talks/lux_narayan_what_i_learned_from_2_000_obituaries/",1,34,22,368,27,1,1395806,118969,"Entertainment",368,83,2475,4.87021112442
